c1_2_1

VEHICLE CAPACITY
200

DEPOT
XCOORD.    YCOORD.
0           0

NOMBER OF EVENTS
200

DE. NO.  XCOORD.    YCOORD.    DEMAND   DELIVERY
1	33	78	20	1
2	59	52	20	1
3	10	137	30	1
4	4	28	10	1
5	25	26	20	1
6	86	37	10	1
7	1	109	10	1
8	6	135	40	1
9	32	79	20	1
10	24	26	20	1
11	86	36	20	1
12	95	35	10	1
13	63	50	10	1
14	100	106	10	1
15	99	112	20	1
16	36	135	10	1
17	57	59	10	1
18	8	124	10	1
19	85	106	20	1
20	103	69	30	1
21	109	131	20	1
22	43	140	10	1
23	115	134	30	1
24	98	70	10	1
25	112	67	10	1
26	102	104	20	1
27	93	75	30	1
28	90	104	20	1
29	127	108	10	1
30	84	99	20	1
31	113	69	20	1
32	129	9	10	1
33	18	38	30	1
34	30	27	10	1
35	25	80	20	1
36	17	37	30	1
37	32	106	10	1
38	43	135	10	1
39	61	59	20	1
40	104	106	20	1
41	109	71	20	1
42	121	110	30	1
43	61	48	20	1
44	74	99	20	1
45	89	73	10	1
46	21	25	20	1
47	99	28	30	1
48	101	96	10	1
49	9	114	20	1
50	121	112	20	1
51	137	6	10	1
52	118	131	20	1
53	34	82	10	1
54	4	125	30	1
55	26	105	40	1
56	35	123	20	1
57	21	48	10	1
58	21	115	10	1
59	99	108	20	1
60	1	34	20	1
61	94	70	20	1
62	74	93	20	1
63	32	128	20	1
64	94	73	10	1
65	135	3	20	1
66	97	28	20	1
67	59	56	20	1
68	80	97	10	1
69	134	31	20	1
70	103	34	30	1
71	30	79	20	1
72	4	30	40	1
73	87	39	20	1
74	90	101	10	1
75	119	136	30	1
76	78	92	30	1
77	110	66	10	1
78	62	58	20	1
79	127	112	20	1
80	113	71	10	1
81	34	104	10	1
82	2	28	10	1
83	17	43	10	1
84	1	24	10	1
85	112	71	20	1
86	135	0	10	1
87	125	108	20	1
88	8	138	30	1
89	103	111	20	1
90	57	53	10	1
91	98	31	20	1
92	116	132	10	1
93	28	99	10	1
94	137	3	20	1
95	29	28	10	1
96	94	105	10	1
97	92	107	30	1
98	10	134	10	1
99	34	79	10	1
100	94	72	20	1
101	35	76	10	1
102	76	99	20	1
103	127	28	30	1
104	8	119	20	1
105	102	110	10	1
106	24	24	10	1
107	64	61	20	1
108	22	38	20	1
109	88	72	30	1
110	107	63	30	1
111	33	131	30	1
112	123	112	20	1
113	67	55	10	1
114	39	128	10	1
115	136	0	30	1
116	93	36	20	1
117	7	115	10	1
118	21	44	20	1
119	28	74	20	1
120	86	102	10	1
121	19	37	20	1
122	84	36	10	1
123	118	108	10	1
124	132	24	10	1
125	6	25	10	1
126	28	78	10	1
127	2	132	10	1
128	22	22	10	1
129	88	35	20	1
130	94	104	10	1
131	74	96	30	1
132	0	117	30	1
133	99	96	10	1
134	119	114	20	1
135	28	107	20	1
136	133	12	10	1
137	35	102	10	1
138	36	105	20	1
139	84	39	20	1
140	34	138	20	1
141	136	29	10	1
142	33	133	20	1
143	16	39	20	1
144	32	77	20	1
145	122	131	20	1
146	77	100	20	1
147	96	26	10	1
148	127	29	20	1
149	91	95	20	1
150	42	136	10	1
151	36	132	10	0
152	103	106	30	0
153	107	105	10	0
154	96	74	10	0
155	63	57	10	0
156	122	113	20	0
157	14	131	10	0
158	30	31	20	0
159	40	132	20	0
160	99	26	40	0
161	10	118	10	0
162	102	60	30	0
163	120	136	10	0
164	97	29	30	0
165	19	39	10	0
166	27	77	10	0
167	30	24	20	0
168	126	112	10	0
169	105	110	20	0
170	118	114	10	0
171	135	6	30	0
172	111	66	20	0
173	95	77	10	0
174	139	10	30	0
175	61	54	10	0
176	16	38	20	0
177	16	138	10	0
178	91	78	10	0
179	91	71	20	0
180	0	27	30	0
181	6	113	20	0
182	119	139	20	0
183	35	99	20	0
184	31	112	20	0
185	5	119	20	0
186	3	135	20	0
187	30	136	10	0
188	20	39	10	0
189	131	11	10	0
190	28	33	20	0
191	4	23	10	0
192	87	108	20	0
193	21	26	20	0
194	121	134	20	0
195	119	130	20	0
196	91	108	10	0
197	130	27	30	0
198	101	107	10	0
199	34	108	10	0
200	131	31	20	0
