rc2_6_10

VEHICLE CAPACITY
400

DEPOT
XCOORD.    YCOORD.
0           0

NOMBER OF EVENTS
600

DE. NO.  XCOORD.    YCOORD.    DEMAND   DELIVERY
1	125	168	27	1
2	162	107	10	1
3	199	213	13	1
4	61	84	7	1
5	125	103	20	1
6	143	101	10	1
7	28	141	25	1
8	230	128	21	1
9	55	68	30	1
10	72	180	27	1
11	159	41	11	1
12	8	4	29	1
13	257	58	10	1
14	57	155	20	1
15	186	26	25	1
16	231	243	10	1
17	247	132	10	1
18	89	61	14	1
19	84	231	21	1
20	116	240	17	1
21	110	79	20	1
22	110	74	30	1
23	180	106	19	1
24	240	73	20	1
25	13	265	20	1
26	134	147	20	1
27	257	59	20	1
28	160	108	10	1
29	289	130	27	1
30	27	255	5	1
31	234	146	38	1
32	69	208	17	1
33	115	196	10	1
34	250	228	22	1
35	159	89	22	1
36	105	81	20	1
37	149	183	10	1
38	159	300	15	1
39	47	277	20	1
40	209	269	17	1
41	212	26	30	1
42	14	149	10	1
43	74	117	24	1
44	140	140	30	1
45	152	241	2	1
46	222	83	20	1
47	88	124	2	1
48	136	68	19	1
49	250	124	4	1
50	109	299	24	1
51	258	244	10	1
52	208	47	6	1
53	212	62	20	1
54	259	59	10	1
55	150	104	21	1
56	77	233	20	1
57	212	45	30	1
58	57	125	23	1
59	232	121	15	1
60	255	132	10	1
61	18	184	24	1
62	165	113	20	1
63	143	111	20	1
64	248	41	11	1
65	8	263	30	1
66	109	110	20	1
67	106	71	20	1
68	259	240	10	1
69	38	139	12	1
70	277	41	14	1
71	255	57	10	1
72	9	122	19	1
73	102	76	17	1
74	43	286	10	1
75	60	160	20	1
76	172	225	13	1
77	161	22	10	1
78	88	110	1	1
79	122	127	1	1
80	52	63	10	1
81	53	141	16	1
82	175	281	17	1
83	265	141	22	1
84	250	126	20	1
85	147	281	20	1
86	255	240	20	1
87	188	142	30	1
88	154	26	20	1
89	59	64	10	1
90	114	204	20	1
91	235	242	10	1
92	34	150	15	1
93	140	214	24	1
94	59	113	16	1
95	282	104	19	1
96	145	184	10	1
97	184	277	17	1
98	129	77	11	1
99	96	199	16	1
100	67	154	20	1
101	2	81	32	1
102	208	208	16	1
103	169	173	10	1
104	106	108	20	1
105	15	2	5	1
106	227	26	20	1
107	147	285	10	1
108	141	286	10	1
109	231	70	10	1
110	242	73	20	1
111	15	259	9	1
112	93	165	13	1
113	10	198	10	1
114	149	294	10	1
115	82	100	16	1
116	256	286	31	1
117	172	2	9	1
118	277	172	10	1
119	73	81	15	1
120	217	69	10	1
121	85	224	10	1
122	0	153	20	1
123	147	43	14	1
124	143	288	30	1
125	112	272	18	1
126	200	26	10	1
127	140	143	20	1
128	83	236	10	1
129	253	84	11	1
130	53	288	20	1
131	256	239	10	1
132	224	79	30	1
133	110	107	20	1
134	125	136	5	1
135	149	76	10	1
136	203	166	20	1
137	211	61	20	1
138	107	103	20	1
139	262	62	10	1
140	227	80	30	1
141	269	103	20	1
142	119	254	42	1
143	122	96	19	1
144	248	245	10	1
145	181	297	10	1
146	65	69	10	1
147	16	151	20	1
148	254	206	29	1
149	167	176	20	1
150	280	172	10	1
151	285	285	13	1
152	149	282	10	1
153	277	100	10	1
154	223	23	10	1
155	25	191	16	1
156	266	212	11	1
157	272	183	12	1
158	135	251	31	1
159	11	191	12	1
160	25	119	17	1
161	215	68	10	1
162	137	104	30	1
163	113	202	10	1
164	160	24	10	1
165	51	217	36	1
166	14	177	17	1
167	225	22	40	1
168	194	234	7	1
169	262	14	21	1
170	259	126	20	1
171	214	234	21	1
172	216	23	10	1
173	111	110	10	1
174	145	182	10	1
175	51	2	41	1
176	30	243	6	1
177	186	228	5	1
178	132	146	20	1
179	176	72	6	1
180	108	3	16	1
181	216	62	20	1
182	271	106	22	1
183	140	290	20	1
184	64	59	30	1
185	206	157	6	1
186	66	157	10	1
187	132	297	40	1
188	109	105	10	1
189	64	55	20	1
190	173	64	12	1
191	213	65	20	1
192	17	205	20	1
193	224	229	16	1
194	78	236	10	1
195	274	6	41	1
196	207	237	11	1
197	161	26	10	1
198	119	104	10	1
199	169	171	30	1
200	296	235	25	1
201	220	74	20	1
202	109	148	19	1
203	212	270	21	1
204	265	197	15	1
205	174	238	21	1
206	223	74	10	1
207	47	203	29	1
208	69	90	23	1
209	33	231	36	1
210	8	265	20	1
211	136	144	10	1
212	286	175	10	1
213	151	30	20	1
214	150	184	20	1
215	157	25	20	1
216	131	78	8	1
217	232	240	20	1
218	53	285	10	1
219	278	176	20	1
220	225	192	26	1
221	115	197	10	1
222	167	179	20	1
223	6	168	21	1
224	163	180	30	1
225	135	210	12	1
226	277	104	20	1
227	262	241	20	1
228	162	148	25	1
229	61	138	9	1
230	117	155	22	1
231	126	127	40	1
232	157	221	10	1
233	19	290	12	1
234	65	156	10	1
235	159	177	30	1
236	12	10	22	1
237	67	175	3	1
238	78	232	20	1
239	201	175	10	1
240	249	133	10	1
241	139	110	21	1
242	252	128	10	1
243	57	123	19	1
244	71	154	40	1
245	157	276	18	1
246	111	98	16	1
247	221	70	10	1
248	70	57	20	1
249	236	108	16	1
250	268	113	22	1
251	40	1	38	1
252	106	243	22	1
253	37	126	19	1
254	259	58	30	1
255	167	193	29	1
256	168	204	20	1
257	72	286	17	1
258	254	240	20	1
259	241	183	12	1
260	75	191	12	1
261	26	27	16	1
262	12	270	20	1
263	81	238	20	1
264	140	294	18	1
265	11	242	16	1
266	224	77	20	1
267	166	123	14	1
268	92	241	3	1
269	280	180	20	1
270	151	113	4	1
271	65	49	20	1
272	203	36	18	1
273	129	83	15	1
274	38	74	16	1
275	166	105	20	1
276	129	98	20	1
277	30	226	14	1
278	15	178	9	1
279	108	298	17	1
280	296	211	22	1
281	236	72	20	1
282	277	177	20	1
283	99	73	22	1
284	166	113	10	1
285	271	8	36	1
286	228	41	16	1
287	80	131	14	1
288	284	176	30	1
289	208	117	15	1
290	119	183	6	1
291	246	166	18	1
292	144	292	20	1
293	128	155	11	1
294	113	188	11	1
295	155	93	33	1
296	161	210	10	1
297	168	176	20	1
298	60	64	10	1
299	165	204	20	1
300	280	158	34	1
301	241	71	20	1
302	57	68	10	1
303	219	152	8	1
304	72	89	13	1
305	85	75	18	1
306	3	205	10	1
307	235	243	20	1
308	12	275	18	1
309	76	160	2	1
310	56	116	22	1
311	170	53	21	1
312	34	5	16	1
313	280	175	30	1
314	288	127	23	1
315	103	8	16	1
316	229	25	17	1
317	12	198	10	1
318	66	54	20	1
319	120	60	12	1
320	110	31	15	1
321	218	20	20	1
322	226	248	17	1
323	275	100	30	1
324	217	73	20	1
325	88	225	20	1
326	123	92	20	1
327	293	62	10	1
328	4	149	20	1
329	216	25	30	1
330	63	59	20	1
331	63	155	10	1
332	158	140	5	1
333	84	236	10	1
334	260	58	20	1
335	284	244	12	1
336	190	181	30	1
337	159	287	21	1
338	285	283	22	1
339	65	68	20	1
340	61	157	40	1
341	102	173	15	1
342	300	44	3	1
343	103	78	10	1
344	144	182	30	1
345	24	76	23	1
346	149	186	20	1
347	165	182	10	1
348	179	123	4	1
349	157	84	19	1
350	17	209	10	1
351	233	119	11	1
352	167	105	20	1
353	238	206	22	1
354	127	101	20	1
355	263	291	2	1
356	281	68	23	1
357	251	237	10	1
358	108	109	20	1
359	199	28	12	1
360	3	119	8	1
361	252	219	23	1
362	234	213	15	1
363	136	140	10	1
364	191	49	12	1
365	251	241	10	1
366	119	214	16	1
367	275	182	10	1
368	103	260	14	1
369	2	238	21	1
370	94	93	19	1
371	158	291	18	1
372	230	248	20	1
373	207	20	13	1
374	54	285	10	1
375	160	107	30	1
376	59	280	20	1
377	208	290	16	1
378	248	280	27	1
379	138	100	30	1
380	8	155	10	1
381	208	235	22	1
382	111	112	20	1
383	128	94	30	1
384	110	262	26	1
385	162	203	30	1
386	160	179	32	1
387	16	204	10	1
388	239	295	11	1
389	157	31	20	1
390	147	178	10	1
391	170	174	20	1
392	157	254	8	1
393	277	101	20	1
394	283	144	6	1
395	156	182	20	1
396	274	97	10	1
397	66	56	30	1
398	158	27	10	1
399	156	26	10	1
400	257	133	20	1
401	264	61	20	1
402	296	279	15	1
403	220	66	20	1
404	240	71	30	1
405	112	43	42	1
406	4	296	18	1
407	222	73	20	1
408	209	84	13	1
409	250	134	30	1
410	59	287	17	1
411	13	202	20	1
412	93	117	15	1
413	62	53	10	1
414	275	97	10	1
415	206	121	10	1
416	107	174	21	1
417	224	61	22	1
418	124	174	22	1
419	101	110	10	1
420	112	201	20	1
421	80	86	32	1
422	5	189	5	1
423	141	100	10	1
424	165	256	12	1
425	108	113	10	1
426	37	159	7	1
427	136	104	20	1
428	107	71	20	1
429	97	232	11	1
430	127	266	13	1
431	14	204	19	1
432	278	177	20	1
433	209	246	26	1
434	134	148	20	1
435	283	65	27	1
436	108	80	20	1
437	55	62	20	1
438	141	137	30	1
439	224	138	16	1
440	163	150	15	1
441	213	68	10	1
442	113	62	9	1
443	100	138	24	1
444	126	266	27	1
445	10	150	10	1
446	137	150	30	1
447	258	232	20	1
448	191	234	9	1
449	213	119	25	1
450	5	195	18	1
451	166	203	30	1
452	100	73	20	1
453	147	185	10	1
454	60	156	20	1
455	239	77	20	1
456	163	202	20	1
457	81	219	27	1
458	155	28	10	1
459	160	27	30	1
460	43	62	14	1
